6,34,22,23,21,16,28,21,43,17,3
18,52,30,24,16,33,26,25,35,27,3
20,38,33,22,25,29,34,35,26,24,3
19,44,36,27,11,41,24,28,47,23,3
24,72,32,38,16,43,28,23,71,42,3
15,43,36,23,25,43,42,25,38,27,3
17,72,39,18,14,72,12,20,49,29,3
23,81,30,42,15,42,31,17,74,33,3
15,63,32,20,12,44,20,20,53,17,3
13,42,43,18,24,36,34,29,44,29,3
30,55,22,23,16,43,33,18,52,32,3
19,100,37,53,22,35,32,20,68,33,3
3,33,18,28,14,15,29,18,49,22,3
12,56,41,31,14,43,31,23,35,25,3
19,67,30,19,16,58,19,25,53,23,3
8,29,20,17,15,13,26,19,49,26,3
16,33,29,12,15,31,40,22,30,20,3
30,58,48,20,19,36,42,33,51,23,3
5,29,26,18,14,13,26,26,59,25,3
8,21,19,17,14,20,34,20,45,23,3
13,38,38,23,15,48,28,24,40,16,3
29,52,47,27,19,45,42,21,63,26,3
21,57,37,35,16,41,30,12,55,38,3
15,52,25,40,6,27,23,18,49,28,3
19,32,37,17,14,51,42,27,39,32,3
38,60,45,26,18,45,39,23,45,34,3
24,76,37,44,25,37,31,17,58,33,3
13,36,33,17,22,43,36,22,34,24,3
9,44,39,28,15,42,21,20,43,23,3
28,67,55,30,11,39,31,21,43,29,3
22,69,31,25,17,43,19,22,27,23,3
18,31,39,30,7,45,25,27,34,30,3
8,49,38,24,18,39,33,27,27,26,3
16,45,54,29,19,33,38,24,46,37,3
20,35,34,14,21,41,23,27,45,33,3
14,58,37,17,14,43,22,21,41,25,3
17,88,30,44,18,29,31,20,63,55,3
18,64,36,36,15,38,26,15,62,39,3
20,55,35,23,11,45,17,23,33,15,3
15,53,42,19,18,47,26,22,40,24,3
21,74,33,31,26,36,17,14,68,28,3
38,50,44,29,10,32,27,23,52,34,3
26,80,31,30,17,46,26,30,52,19,3
8,29,19,19,18,14,25,18,43,23,3
27,73,28,15,16,37,22,23,59,20,3
33,42,39,18,13,26,43,21,44,29,3
14,69,26,23,18,48,20,19,49,15,3
12,64,28,18,13,33,20,25,54,22,3
24,41,42,26,18,37,39,28,43,30,3
30,55,52,31,10,47,32,22,48,30,3
38,58,40,24,8,32,31,18,49,23,3
21,69,25,22,13,50,30,18,53,22,3
35,55,36,22,11,47,32,15,62,30,3
29,63,37,32,7,34,32,21,47,25,3
16,38,20,25,18,33,33,20,33,29,3
33,57,44,26,10,41,32,21,37,28,3
22,64,26,15,14,39,18,22,49,27,3
31,62,35,30,13,28,26,17,48,27,3
14,30,31,26,19,35,18,21,42,16,3
12,49,50,17,23,38,35,24,33,22,3
21,85,29,40,14,45,40,18,66,45,3
24,51,34,24,13,30,40,27,48,23,3
26,72,35,33,19,24,33,16,62,33,3
16,34,41,25,17,45,25,22,31,30,3
23,75,39,33,23,52,24,28,58,24,3
23,54,47,34,26,55,12,24,41,21,3
12,40,39,28,23,43,36,27,42,23,3
23,55,36,27,19,37,24,17,37,26,3
20,63,32,27,17,59,21,19,40,32,3
27,71,37,26,17,64,29,17,35,30,3
24,86,32,52,14,34,30,19,72,37,3
33,57,31,26,17,39,30,23,45,28,3
25,51,43,31,27,34,31,20,46,26,3
13,32,14,23,16,10,31,26,47,19,3
20,54,31,22,6,36,28,27,34,26,3
15,41,49,20,18,46,23,34,41,28,3
28,61,28,27,18,67,19,25,43,23,3
20,65,32,15,11,37,16,23,33,27,3
20,74,33,37,19,23,32,22,70,27,3
17,82,39,48,17,35,36,17,64,43,3
20,61,35,29,9,35,28,25,45,31,3
13,46,49,25,14,55,22,28,42,21,3
20,75,32,20,9,44,15,19,45,22,3
19,65,34,33,10,27,30,15,44,28,3
21,46,28,19,14,40,33,28,31,31,3
26,80,26,43,12,40,36,15,70,34,3
23,89,32,44,11,38,33,17,69,29,3
31,59,40,29,8,34,20,20,39,28,3
26,72,35,28,16,51,37,28,55,19,3
12,46,34,17,21,28,30,24,41,24,3
22,88,32,46,16,35,27,23,64,31,3
22,56,28,30,9,26,25,26,44,27,3
23,76,26,44,18,34,31,20,58,42,3
25,67,33,31,23,66,24,27,46,35,3
17,45,35,17,19,29,29,31,37,21,3
22,47,33,37,12,30,23,20,47,29,3
7,37,27,16,24,27,33,34,34,18,3
34,48,48,25,18,37,40,19,50,36,3
15,40,36,26,22,33,24,19,30,21,3
16,85,24,22,10,51,20,18,63,22,3
27,64,31,26,21,58,24,24,43,31,3
13,54,38,29,23,41,33,25,43,27,3
43,51,46,27,18,38,33,23,48,30,3
12,51,36,33,14,42,31,24,45,18,3
7,26,23,12,12,9,23,19,44,27,3
19,61,33,24,11,33,21,15,42,28,3
22,57,21,30,17,33,20,19,51,21,3
22,49,28,20,19,47,37,29,29,28,3
13,75,30,26,12,45,13,25,45,17,3
17,47,45,28,23,56,36,22,31,24,3
17,61,18,14,14,53,23,23,45,16,3
28,50,34,12,24,27,36,19,43,24,3
14,32,38,22,11,38,34,17,40,35,3
18,74,25,25,18,40,14,26,60,12,3
12,41,34,16,15,31,26,20,26,22,3
38,65,52,31,16,48,33,18,56,27,3
22,82,42,43,13,34,25,18,68,48,3
17,83,31,27,20,60,23,21,58,19,3
27,52,54,25,20,40,29,27,48,23,3
15,34,28,19,17,30,36,26,27,24,3
17,80,29,25,22,48,21,21,57,23,3
17,36,30,25,28,48,40,19,27,33,3
26,57,28,21,12,48,19,23,33,22,3
15,47,46,20,16,44,41,18,32,20,3
15,55,37,18,13,44,33,25,34,27,3
37,61,41,24,12,34,34,25,44,31,3
30,52,39,27,21,39,19,23,60,24,3
21,79,27,46,18,27,37,20,74,36,3
23,73,34,22,9,46,26,17,65,27,3
22,52,32,21,17,52,19,14,29,21,3
23,46,46,25,13,36,30,23,51,27,3
27,66,32,22,19,64,25,17,48,30,3
20,66,40,27,13,66,20,28,43,23,3
15,42,40,18,22,37,24,21,35,23,3
14,58,28,30,21,46,19,13,54,23,3
25,64,39,30,10,42,30,16,60,32,3
23,55,54,29,16,43,34,19,44,29,3
15,64,39,30,15,40,30,25,50,27,3
14,30,40,24,28,39,28,28,37,26,3
26,72,41,22,12,55,11,28,40,26,3
14,50,33,18,32,30,23,28,40,31,3
34,49,28,32,16,64,25,17,42,35,3
23,92,27,57,19,36,31,18,64,51,3
11,33,24,20,14,17,24,20,41,20,3
28,39,48,25,16,26,38,20,42,35,3
28,72,35,29,20,33,28,16,65,33,3
28,54,32,39,14,30,30,17,41,33,3
24,58,22,27,10,33,22,16,40,23,3
23,54,37,38,18,38,31,13,51,36,3
22,39,59,24,8,39,37,24,48,41,3
22,79,37,28,18,57,27,20,67,31,3
19,74,38,28,17,49,16,21,46,24,3
25,71,32,32,15,42,28,21,55,23,3
23,78,33,38,22,75,30,25,43,26,3
29,70,33,26,19,45,29,23,68,25,3
15,67,27,24,19,32,21,23,50,21,3
13,39,38,22,20,37,32,13,23,24,3
16,47,48,28,23,33,31,19,34,19,3
34,57,62,27,11,43,29,21,44,33,3
17,44,37,22,26,37,40,22,33,21,3
19,33,36,23,24,38,24,30,32,23,3
14,37,43,17,22,41,25,22,26,24,3
37,67,31,26,16,45,39,23,66,35,3
35,63,51,33,17,46,32,24,55,35,3
18,76,42,49,13,34,26,23,63,40,3
19,62,31,33,11,34,30,13,40,32,3
27,64,33,27,12,38,20,23,44,24,3
17,53,28,22,19,39,31,22,42,34,3
20,80,39,42,9,34,36,20,68,34,3
30,63,47,17,18,40,26,28,59,20,3
30,89,28,49,16,28,30,14,82,39,3
24,50,46,28,8,64,17,27,39,15,3
26,72,34,30,12,60,15,20,51,23,3
44,56,40,23,20,42,32,23,48,34,3
12,27,20,17,17,14,33,18,47,19,3
15,62,43,24,11,49,14,20,38,31,3
14,43,30,22,18,49,23,30,44,16,3
39,67,53,35,9,50,35,21,54,22,3
16,63,28,17,14,36,12,22,51,23,3
24,71,22,27,22,55,29,17,40,21,3
16,38,27,22,19,28,21,27,47,20,3
17,41,40,14,18,45,34,28,28,26,3
31,69,30,29,12,48,29,16,58,26,3
34,56,46,32,13,52,25,21,48,27,3
34,71,35,30,18,42,28,22,75,26,3
16,43,45,26,11,57,34,29,42,16,3
19,81,32,46,16,18,33,14,74,29,3
26,59,42,22,8,37,31,21,44,30,3
16,37,33,25,19,30,40,21,39,23,3
27,48,51,19,19,52,17,20,44,22,3
19,64,41,41,20,47,22,24,60,25,3
19,60,48,31,14,52,33,25,50,20,3
26,45,63,23,18,35,36,20,45,29,3
21,69,24,21,15,47,14,20,49,12,3
11,43,40,20,15,41,44,21,31,23,3
16,26,23,19,22,12,20,26,42,17,3
20,48,45,20,26,46,16,24,39,26,3
17,57,23,26,11,56,24,14,48,31,3
33,57,22,32,14,65,32,22,46,29,3
19,82,29,45,12,44,39,18,78,42,3
24,41,45,26,12,38,29,23,32,32,3
14,64,42,24,16,46,26,28,44,25,3
10,28,22,23,23,12,30,23,51,27,3
21,57,33,33,12,34,23,28,41,41,3
16,45,40,22,21,40,26,18,34,28,3
22,56,40,36,10,68,18,15,42,23,3
19,62,46,21,5,65,17,27,33,25,3
12,54,36,16,14,46,19,32,48,30,3
9,26,19,22,17,14,27,25,42,35,3
25,56,27,35,17,31,26,19,43,30,3
20,39,48,30,25,37,38,21,35,29,3
21,57,35,15,11,48,15,28,40,18,3
15,71,28,21,7,41,16,16,41,23,3
11,42,48,13,30,41,38,17,24,25,3
12,42,36,14,23,45,31,23,35,24,3
19,45,36,28,12,43,35,22,40,27,3
51,62,48,38,13,36,35,22,52,23,3
26,41,50,23,21,39,33,27,43,33,3
16,39,36,18,23,33,22,29,25,20,3
16,66,28,24,17,58,27,25,42,26,3
26,61,30,25,17,44,28,25,54,37,3
15,69,31,15,15,40,18,24,44,26,3
19,51,42,15,21,44,33,25,34,25,3
37,51,54,27,15,43,43,23,45,34,3
27,72,32,51,15,39,32,19,75,49,3
25,87,37,41,11,35,33,21,74,39,3
18,29,42,20,15,49,31,25,44,31,3
8,29,22,16,14,9,24,17,51,28,3
17,41,39,21,19,45,34,19,38,25,3
20,68,30,19,17,58,29,25,54,22,3
20,38,39,16,26,37,23,22,29,28,3
25,80,26,25,10,65,26,26,46,31,3
19,34,27,14,34,38,27,26,41,22,3
22,71,34,23,17,76,25,21,66,26,3
23,66,37,16,18,56,19,26,38,19,3
18,66,29,29,24,47,24,35,58,30,3
17,51,41,22,10,37,31,40,38,31,3
30,60,44,29,12,42,27,14,42,32,3
21,59,33,18,14,43,18,30,30,22,3
27,78,42,29,18,64,19,20,49,39,3
24,62,29,34,20,45,34,22,65,29,3
22,35,38,15,18,47,35,29,44,27,3
25,81,36,52,16,35,38,17,75,38,3
18,76,30,48,15,31,40,17,58,39,3
8,27,22,19,17,15,24,18,51,23,3
22,59,31,24,19,47,26,14,52,30,3
43,52,57,35,17,44,25,21,52,32,3
13,27,18,29,15,18,28,26,52,33,3
42,64,55,26,9,48,39,18,49,22,3
30,69,35,31,17,46,36,15,54,25,3
20,37,41,27,13,44,38,23,46,36,3
23,74,31,48,16,29,28,12,61,41,3
28,50,39,26,15,37,33,18,43,25,3
18,34,46,21,16,28,35,21,40,39,3
13,34,19,17,25,12,29,21,53,24,3
10,71,29,21,14,44,29,19,58,19,3
19,78,31,28,16,60,19,19,55,23,3
32,75,29,28,12,59,35,25,49,30,3
29,61,38,29,11,64,11,26,34,23,3
25,61,34,27,17,46,26,26,58,28,3
14,71,24,19,15,44,30,26,51,26,3
11,29,20,25,13,14,25,17,55,26,3
23,80,29,38,16,28,28,19,69,26,3
21,58,46,34,20,57,17,20,47,14,3
18,45,50,26,12,45,25,26,41,24,3
12,38,19,30,23,30,21,28,32,25,3
22,48,27,33,8,28,23,22,38,23,3
22,76,32,33,16,35,39,15,66,41,3
11,50,46,26,15,46,33,26,42,23,3
27,70,33,25,20,53,20,14,53,29,3
23,70,27,17,19,54,21,30,43,29,3
13,44,41,23,24,44,34,17,35,19,3
22,32,38,28,23,39,38,24,34,43,3
15,41,38,14,26,38,36,26,39,25,3
17,35,31,25,28,35,26,27,38,17,3
14,59,29,23,28,41,22,18,50,23,3
11,19,16,14,24,15,27,17,43,29,3
12,47,37,23,9,41,25,25,51,19,3
24,73,40,48,16,28,27,19,67,38,3
12,39,31,26,24,37,34,30,33,21,3
19,57,38,34,22,33,24,20,55,28,3
22,58,42,29,8,51,34,25,48,23,3
31,50,36,21,16,35,23,27,40,25,3
15,44,38,24,20,46,18,21,43,22,3
30,78,38,31,17,77,24,14,43,29,3
24,56,30,38,22,60,24,27,40,29,3
13,46,34,23,16,40,39,18,32,36,3
34,46,36,23,14,40,37,23,44,21,3
18,64,41,26,16,51,11,19,52,28,3
22,57,35,35,14,32,33,22,44,37,3
24,62,33,25,11,61,15,32,43,25,3
14,24,42,22,14,42,32,20,42,26,3
12,39,25,11,16,38,38,21,35,21,3
23,56,40,26,17,31,32,21,49,29,3
11,83,25,22,15,39,28,21,41,26,3
8,34,18,20,9,18,35,22,52,29,3
16,47,41,27,10,45,25,28,34,21,3
13,48,34,21,17,45,33,19,30,18,3
30,60,28,33,11,31,31,21,46,20,3
25,60,28,36,19,58,30,20,38,30,3
16,43,44,21,19,27,31,22,29,21,3
12,46,44,15,20,44,18,22,44,29,3
19,61,42,20,24,43,14,23,40,35,3
15,48,32,26,13,41,21,34,39,24,3
14,41,29,24,18,39,21,21,41,26,3
19,55,29,25,22,45,27,19,58,14,3
27,66,33,28,27,42,32,20,65,27,3
26,63,48,23,10,42,29,27,48,32,3
14,45,33,21,24,38,15,21,43,27,3
11,50,40,22,18,37,19,27,40,27,3
10,41,34,14,31,32,28,20,30,24,3
40,47,46,23,12,39,36,25,35,33,3
8,36,23,18,20,14,32,17,44,23,3
14,22,14,14,21,18,26,14,52,24,3
22,54,35,27,16,44,16,26,36,26,3
30,54,47,20,11,61,21,21,46,33,3
34,63,50,28,6,38,29,23,43,38,3
19,54,30,17,13,54,17,28,35,21,3
23,82,31,42,15,33,24,16,66,40,3
14,43,37,27,12,42,28,21,36,22,3
41,63,53,26,11,47,29,26,43,34,3
12,50,32,17,25,43,35,27,30,23,3
20,46,45,27,17,44,20,38,43,28,3
23,53,40,26,14,27,31,21,42,19,3
30,48,33,27,16,26,26,30,44,25,3
25,63,29,33,16,53,21,19,47,27,3
12,48,31,23,24,40,35,24,48,26,3
21,67,23,48,22,33,35,16,64,34,3
20,60,39,31,10,37,19,17,50,31,3
23,68,44,27,13,39,22,18,55,28,3
21,70,30,29,19,50,23,22,46,32,3
18,58,31,30,14,29,32,16,45,32,3
40,67,38,29,11,38,29,28,36,25,3
23,77,26,25,12,64,32,25,49,34,3
22,91,36,16,18,50,24,25,55,29,3
25,42,38,14,28,31,24,23,35,35,3
14,37,54,18,22,38,30,17,30,23,3
31,72,28,32,15,66,29,20,42,20,3
30,49,53,21,13,41,31,20,48,26,3
24,43,48,16,21,36,29,27,47,28,3
12,50,37,18,22,41,22,26,31,24,3
29,67,21,23,12,72,34,18,34,23,3
11,44,40,24,21,35,29,12,24,26,3
30,63,33,31,19,66,26,19,34,25,3
9,30,14,20,17,17,27,26,51,23,3
17,64,35,33,17,41,27,17,48,32,3
16,38,40,24,13,33,33,26,41,29,3
17,40,38,18,23,41,42,33,33,44,3
27,46,57,27,17,38,39,27,48,34,3
14,31,36,16,24,30,31,23,36,29,3
12,44,42,24,11,39,32,24,44,19,3
13,46,46,28,20,47,32,28,29,17,3
24,67,31,27,18,60,21,24,41,26,3
42,51,51,26,16,31,37,21,40,39,3
19,58,37,23,22,44,21,22,54,23,3
19,31,45,22,16,42,26,21,30,31,3
30,40,45,20,13,36,40,33,54,33,3
17,73,41,38,13,30,31,14,67,35,3
7,36,26,21,27,13,33,17,43,23,3
35,41,47,21,14,34,35,27,47,22,3
17,39,36,21,13,44,35,25,45,32,3
29,58,50,19,12,60,12,21,46,28,3
35,70,27,29,19,47,30,19,66,36,3
8,21,20,18,14,21,17,19,52,22,3
27,65,43,26,19,56,31,23,63,32,3
27,70,25,34,12,65,20,15,35,27,3
17,39,36,20,22,39,32,30,35,25,3
26,59,31,26,19,42,28,23,58,37,3
19,78,32,19,8,41,18,21,49,17,3
19,67,45,27,9,54,24,19,49,21,3
13,33,21,18,21,14,25,22,32,32,3
29,79,34,32,14,35,40,22,64,42,3
35,45,47,19,18,37,36,21,53,30,3
29,43,51,22,22,38,36,18,35,23,3
16,41,22,16,22,30,30,38,37,20,3
24,40,45,25,16,34,41,21,50,30,3
20,54,37,19,17,51,17,18,42,19,3
17,63,43,24,5,54,18,25,46,17,3
22,40,53,34,13,36,29,28,39,32,3
23,56,50,29,18,50,17,20,34,23,3
17,36,39,18,14,41,32,25,40,34,3
24,51,29,29,14,26,27,26,46,29,3
39,44,51,26,16,39,35,17,48,31,3
29,81,34,28,16,65,34,20,46,28,3
44,67,52,32,13,53,29,28,45,38,3
37,54,44,27,11,44,34,17,41,31,3
24,51,37,25,18,25,22,21,47,20,3
16,42,32,21,20,42,26,24,28,33,3
12,21,25,19,15,17,31,19,41,23,3
8,37,44,25,26,44,26,17,44,35,3
20,37,37,18,24,41,26,26,34,30,3
12,38,30,24,26,31,35,25,36,19,3
23,55,32,25,11,48,11,16,37,29,3
21,60,30,27,19,41,32,25,52,30,3
14,53,30,25,10,37,25,29,46,18,3
28,36,48,24,18,32,30,31,45,25,3
14,40,45,23,19,44,35,30,51,28,3
26,90,34,45,21,26,37,23,64,40,3
17,67,32,23,18,75,25,20,47,34,3
26,52,58,28,22,43,38,19,40,41,3
16,59,38,25,15,49,28,17,41,16,3
19,34,29,30,12,29,40,25,51,27,3
24,67,39,24,9,69,20,22,46,28,3
19,34,38,24,20,47,40,32,38,27,3
20,53,32,32,13,43,17,22,43,19,3
13,42,37,27,17,36,23,26,49,26,3
18,41,30,20,24,42,28,26,35,31,3
34,53,30,25,16,38,29,23,38,34,3
16,42,39,18,14,42,43,27,59,30,3
26,98,35,35,14,38,38,16,79,36,3
10,38,36,24,26,49,22,35,47,15,3
30,53,32,21,9,58,21,25,41,22,3
18,59,39,23,11,46,16,12,40,25,3
11,49,45,30,16,43,31,27,33,24,3
25,68,26,34,20,68,35,22,43,21,3
34,53,35,27,17,50,26,20,47,30,3
25,67,28,36,10,37,27,18,45,37,3
17,51,36,23,13,46,36,32,46,21,3
30,71,33,29,17,42,38,19,63,34,3
10,37,35,25,18,33,29,20,33,29,3
25,70,30,30,10,42,37,23,61,29,3
24,81,29,22,20,52,27,13,58,23,3
9,25,17,15,21,16,29,14,55,32,3
16,48,43,20,16,51,36,28,33,28,3
9,28,21,15,16,14,26,23,37,25,3
18,40,29,14,16,37,35,23,20,23,3
23,42,51,23,15,30,30,24,50,29,3
20,72,34,38,17,60,20,20,52,32,3
15,45,42,22,14,41,15,20,45,23,3
21,54,31,12,18,48,25,23,51,26,3
15,32,15,14,23,10,31,24,43,25,3
17,38,28,19,14,35,39,29,41,25,3
33,53,40,33,14,35,31,24,38,35,3
18,36,30,27,28,51,32,19,32,33,3
11,40,38,22,22,46,41,16,34,32,3
11,30,19,19,17,20,29,26,49,27,3
27,83,35,42,14,36,36,23,63,39,3
15,43,32,19,20,42,32,17,35,12,3
9,36,25,15,17,17,25,18,57,24,3
15,31,37,30,22,37,23,20,31,30,3
21,36,49,25,17,31,35,25,44,24,3
10,35,29,19,20,48,31,30,44,31,3
25,68,27,23,13,60,18,37,65,26,3
26,51,46,24,14,34,35,31,37,33,3
16,71,36,21,14,46,27,17,67,38,3
24,35,51,27,14,41,31,22,42,26,3
16,39,38,26,17,40,32,21,43,39,3
14,30,19,22,14,21,26,22,46,31,3
17,36,27,20,24,40,30,17,29,26,3
13,69,26,20,18,41,24,22,46,29,3
7,31,20,23,17,18,36,20,56,21,3
10,32,21,15,27,9,28,23,57,24,3
24,72,45,30,11,33,29,12,51,30,3
18,66,42,27,17,61,22,23,42,18,3
13,52,53,26,19,50,16,19,52,33,3
20,55,22,20,14,44,11,18,43,24,3
12,26,19,24,23,18,33,25,43,26,3
23,91,29,40,17,35,28,23,80,44,3
20,41,55,25,11,32,42,19,45,34,3
25,60,31,33,12,36,26,20,42,31,3
17,56,38,29,17,60,18,19,39,21,3
16,50,28,28,7,34,27,18,36,31,3
28,70,23,36,13,57,28,24,40,28,3
20,44,41,26,16,40,24,30,40,19,3
20,66,35,37,16,36,38,16,58,36,3
30,51,42,33,18,55,17,21,48,14,3
15,53,45,26,17,42,42,18,39,27,3
10,52,32,21,23,39,32,22,41,34,3
14,70,38,20,24,52,20,21,59,26,3
10,24,27,19,20,14,23,24,48,19,3
18,63,36,38,23,56,27,18,37,35,3
27,54,46,24,15,60,20,20,42,22,3
26,59,43,29,16,69,20,16,45,22,3
17,48,34,31,9,25,23,16,46,31,3
14,48,24,22,25,34,24,29,36,18,3
24,54,56,24,22,34,32,20,39,29,3
19,73,30,48,11,35,34,19,57,36,3
19,65,24,21,25,34,14,23,47,22,3
21,27,42,27,24,55,21,22,28,29,3
15,43,23,23,23,37,28,26,30,27,3
18,62,42,29,21,38,25,18,47,37,3
9,60,42,24,19,40,27,25,35,19,3
16,46,34,28,12,37,33,16,50,27,3
23,56,29,34,18,56,26,19,35,19,3
35,57,56,24,23,37,37,25,51,19,3
15,43,41,22,18,35,29,24,29,22,3
22,50,38,22,16,45,18,19,36,24,3
18,53,40,26,14,35,44,34,46,31,3
23,40,61,27,18,40,37,23,42,30,3
11,42,38,23,32,39,31,23,34,30,3
25,76,37,26,18,51,24,25,66,33,3
33,58,44,33,13,38,23,18,45,30,3
27,56,24,29,14,52,17,25,39,21,3
32,71,23,28,14,60,17,15,39,27,3
27,82,26,29,27,49,21,27,67,22,3
11,43,43,20,19,28,30,22,33,20,3
20,85,39,41,16,37,34,16,63,38,3
15,66,33,17,11,46,23,20,49,26,3
19,50,49,30,7,52,22,20,45,15,3
13,56,30,20,18,41,16,18,44,19,3
36,61,48,29,14,53,32,18,47,32,3
28,52,47,25,17,42,37,31,43,33,3
17,35,38,28,27,43,30,22,40,31,3
18,43,39,16,20,38,20,28,31,27,3
18,76,24,22,12,54,18,19,50,17,3
23,56,36,24,12,40,26,20,33,27,3
16,45,35,22,6,42,29,28,42,26,3
25,52,21,20,7,34,20,18,46,29,3
20,39,36,23,20,45,30,20,34,27,3
14,30,18,19,24,17,19,24,45,28,3
30,74,39,31,23,70,27,27,43,33,3
64,39,29,42,24,23,35,43,29,45,1
51,25,22,45,31,25,39,27,21,49,1
56,32,25,29,27,25,33,39,24,38,1
76,35,30,35,34,28,33,38,26,52,1
66,21,23,31,31,27,38,51,36,27,1
71,31,34,34,28,29,41,34,24,66,1
46,27,25,45,33,30,36,28,23,55,1
48,25,14,36,33,31,47,29,26,54,1
54,30,22,50,30,25,38,37,26,46,1
65,22,21,24,23,28,36,52,50,31,1
50,36,17,39,41,26,41,30,21,64,1
70,32,34,45,31,31,47,46,30,53,1
56,30,24,33,21,24,30,37,18,45,1
